Time [s],Channel 0,Channel 1,Channel 2,Channel 3
0.962350833,0,0,0,1
0.962389042,0,0,0,0
0.962402250,1,0,0,0
0.962402375,1,0,1,0
0.962402500,1,0,0,0
0.962402625,1,0,1,0
0.962402750,1,0,0,0
0.962402875,1,0,1,0
0.962403000,0,0,0,0
0.962403167,0,0,1,0
0.962403292,0,1,0,0
0.962403417,0,1,1,0
0.962403542,0,1,0,0
0.962403667,0,1,1,0
0.962403792,1,1,0,0
0.962403917,1,1,1,0
0.962404042,0,0,0,0
0.962404167,0,0,1,0
0.962404292,0,0,0,0
0.962410792,0,0,0,1
0.962438000,0,0,0,0
0.962450792,1,0,0,0
0.962450958,1,0,1,0
0.962451083,1,0,0,0
0.962451208,1,0,1,0
0.962451333,1,0,0,0
0.962451458,1,0,1,0
0.962451583,0,0,0,0
0.962451708,0,0,1,0
0.962451833,0,1,0,0
0.962451958,0,1,1,0
0.962452083,0,1,0,0
0.962452208,0,1,1,0
0.962452333,0,1,0,0
0.962452458,0,1,1,0
0.962452583,1,1,0,0
0.962452625,1,0,0,0
0.962452750,1,0,1,0
0.962452875,0,0,0,0
0.962459750,0,0,0,1
3.157333333,0,0,0,1
